#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------
1648  B1940-12     mlt+78     0.9724288509136         18  hlk+04     1.655686E-15       8  hlk+04     *
1649  J1944+0907   clm+05     0.0051852019041260       3  clm+05     1.713E-20          2  clm+05     5.88e-21
1650  B1941-17     mlt+78     0.841157774341           6  hlk+04     9.8619E-16         5  hlk+04     *

1651  B1942+17     ht75b      1.9968990135             1  lcx02      7.3E-16            2  lcx02      *
1652  J1944+2236   csl+12     0.003617993078111        7  csl+12     7.5E-21            6  csl+12     *
1653  B1942-00     mlt+78     1.045632444772           7  hlk+04     5.3466E-16         4  hlk+04     *
1654  B1943+18     ht75b      1.06870769134            4  lcx02      2.42E-16           5  lcx02      *
1655  J1946-1312   jbo+09     0.491865489484           6  jbo+09     1.9866E-15         3  jbo+09     *

1656  B1944+17     vl70       0.4406184769108          8  hlk+04     2.4092E-17         4  hlk+04     2.41e-17
1657  B1944+22     ht75b      1.33444985809            5  gr78       8.89E-16           9  gr78       *
1658  J1946+2535   nab+13     0.51516705131            6  nab+13     5.641E-15          5  nab+13     *
1659  J1946+2611   nft95      0.4350602546             3  cn95       2.197E-14          2  cn95       *
1660  B1943-29     mlt+78     0.959447931541           3  hlk+04     1.488340E-15      12  hlk+04     1.47e-15

1661  J1947+0915   ebvb01     1.48074382424            9  ebvb01     4.78E-16          16  ebvb01     *
1662  J1947+1957   nab+13     0.157508542541           4  nab+13     0.5226E-15         1  nab+13     *
1663  J1948+2551   nab+13     0.1966268136138          4  nab+13     9.02244E-15        2  nab+13     *
1664  B1946+35     dl70       0.717311174076           4  hlk+04     7.06120E-15        3  hlk+04     7.06e-15
1665  J1949+2306   nab+13     1.31937338530            1  nab+13     0.1231E-15         3  nab+13     *

1666  B1946-25     mlt+78     0.957616630291           4  hlk+04     3.270565E-15      16  hlk+04     *
1667  J1951+1123   nft95      5.0940830275             2  cn95       3.031E-15          8  cn95       *
1668  B1949+14     sstd86     0.275025682520           4  hlk+04     1.2815E-16         4  hlk+04     *
1669  B1951+32     kcb+88     0.0395311928548         11  hlk+04     5.844803E-15       8  hlk+04     5.84e-15
1670  J1953+1149   nft95      0.8518902768             2  cn95       2.865E-15         15  cn95       *

1671  J1953+2732   nab+13     1.33396499366            2  nab+13     1.773E-15          1  nab+13     *
1672  B1952+29     dlp70      0.4266767865302          4  hlk+04     1.711E-18          3  hlk+04     8.74e-19
1673  J1955+2527   dfc+12     0.0048727658629793      17  dfc+12     9.12E-21          10  dfc+12     8.11e-21
1674  B1953+50     dth78      0.5189379874091          5  hlk+04     1.372366E-15       4  hlk+04     1.36e-15
1675  J1956+0838   ebvb01     0.303910924347           7  ebvb01     2.199E-16         13  ebvb01     *

1676  J1957+2831   llc98      0.3076828651978         17  hlk+04     3.10989E-15        3  hlk+04     *
1677  J1959+3620   bck+13     0.40608118100            1  bck+13     0.036E-15          1  bck+13     *
1678  J2002+1637   nft95      0.27649748362           18  cn95       2.25E-16          12  cn95       *
1679  B2000+32     cl86       0.6967605102             3  hlk+04     1.05139E-13        3  hlk+04     *
1680  B2000+40     stwd85     0.9050668203089         10  hlk+04     1.738783E-15       8  hlk+04     1.74e-15

1681  B2002+31     dlp70      2.11126473382            4  hlk+04     7.45504E-14        3  hlk+04     7.45e-14
1682  J2004+3429   bck+13     0.24095264193            1  bck+13     206.825E-15        4  bck+13     *
1683  J2005-0020   mld+96     2.27966105858            4  hlk+04     2.56626E-14        6  hlk+04     *
1684  J2005+3547   nab+13     0.615033894871           4  nab+13     0.2808E-15         3  nab+13     *
1685  J2005+3552   bck+13     0.30794290464            2  bck+13     2.99E-15           1  bck+13     *

1686  B2003-08     mlt+78     0.580871337031           3  hlk+04     4.601E-17          3  hlk+04     *
1687  J2006+3102   nab+13     0.16369523645            9  nab+13     24.872E-15         9  nab+13     *
1688  J2007+0809   ebvb01     0.32572436605            5  ebvb01     1.37E-16           7  ebvb01     *
1689  J2007+0910   clm+05     0.4587348258074          6  clm+05     0.33244E-15       12  clm+05     *
1690  J2007+2722   kac+10     0.024497388545933       10  akc+13     9.611E-19          3  akc+13     *

1691  J2007+3120   nab+13     0.60820531457            1  nab+13     15.604E-15         1  nab+13     *
1692  J2008+2513   nft95      0.58919550332            6  cn95       5.395E-15          4  cn95       *
1693  J2009+3326   cfl+06     1.43836860189            2  nab+13     1.468E-15          2  nab+13     *
1694  J2010-1323   jbo+07     0.005223271015190        1  jbo+07     0.482E-20          7  jbo+07     3.92e-21
1695  J2010+2845   nab+13     0.5653693451984          6  nab+13     0.09072E-15        2  nab+13     *

1696  J2010+3230   cfl+06     1.44244752060            1  nab+13     3.616E-15          1  nab+13     *
1697  J2011+3331   cfl+06     0.931733093470           4  nab+13     1.7857E-15         1  nab+13     *
1698  J2012-2029   blr+13     0.54400187061            3  blr+13     5.475E-16         18  blr+13     *
1699  J2013-0649   lbr+13     0.5801872690010         34  lbr+13     6.007E-16         24  lbr+13     *
1700  J2013+3058   nab+13     0.2760276934460          5  nab+13     0.15194E-15        4  nab+13     *

1701  B2011+38     stwd85     0.2301936138595         10  hlk+04     8.851045E-15       8  hlk+04     8.84e-15
1702  J2015+2524   nft95      2.3032990816             9  cn95       5.1E-16            5  cn95       *
1703  J2017+2043   naf03      0.537143086032           2  naf03      0.99555E-15        5  naf03      *
1704  B2016+28     csl68      0.5579534804225          7  hlk+04     1.481058E-16      16  hlk+04     1.48e-16
1705  J2018+3431   cfl+06     0.3876640866385          8  nab+13     1.83649E-15        2  nab+13     *

1706  J2021+3651   rhr+02     0.103740952074           4  aaa+09d    9.57209E-14        7  aaa+09d    *
1707  B2020+28     fss73      0.3434021577860         13  hlk+04     1.894195E-15      13  hlk+04     1.89e-15
1708  J2022+3842   agr+11     0.048578779636          24  apk14      8.61E-14           2  apk14      *
1709  B2021+51     dl70       0.529196917808          17  hlk+04     3.06337E-15        5  hlk+04     3.06e-15
1710  B2022+50     dtws85     0.372619054536           3  hlk+04     2.512052E-15      17  hlk+04     2.51e-15

1711  B2025+21     ht75b      0.398173021652           2  lcx02      2.028E-16          2  lcx02      *
1712  J2027+4557   hrk+08     1.099651368044           7  jsb+09     3.094E-16          4  jsb+09     *
1713  B2027+37     stwd85     1.216804657740          12  hlk+04     1.231961E-14       9  hlk+04     *
1714  B2028+22     ht75b      0.630512646679           4  hlk+04     8.8535E-16         3  hlk+04     *
1715  J2030+3641   ckr+12     0.2001285881663         17  ckr+12     6.5001E-15         3  ckr+12     *

1716  J2033-1938   blr+13     1.28171902379           12  blr+13     4.55E-16           6  blr+13     *
1717  J2036+2835   bck+13     1.35872676315            2  bck+13     2.090E-15          2  bck+13     *
1718  B2034+19     stwd85     2.0743770781             5  dtms88     2.04E-15           1  dtms88     *
1719  B2035+36     dtws85     0.61871508419            5  hlk+04     4.5024E-15         4  hlk+04     *
1720  J2038-3816   lml+98     1.5772861505             3  dsb+98     4.134E-15          4  dsb+98     *

1721  B2036+53     dtws85     1.424568215153          11  hlk+04     9.4418E-16         9  hlk+04     *
1722  J2040+1657   lxf+05     0.865606225032           4  lxf+05     0.5949E-15         6  lxf+05     *
1723  J2043+2740   rtj+96     0.09613056295            5  rtj+96     1.27E-15           1  rtj+96     *
1724  J2044+4614   snk96      1.3927154635             2  snk96      6.3E-16            4  snk96      *
1725  J2045+0912   clm+05     0.3955551117394          5  clm+05     0.19520E-15        7  clm+05     *

1726  B2043-04     mlt+78     1.5469381168652         17  hlk+04     1.471483E-15      17  hlk+04     1.47e-15
1727  B2044+15     mlt+78     1.1382856833155         12  hlk+04     1.82318E-16       12  hlk+04     1.81e-16
1728  B2045+56     dtws85     0.476734842147           7  hlk+04     1.112160E-14       4  hlk+04     *
1729  J2047+5029   jsb+09     0.445944557385           4  jsb+09     4.17572E-15       16  jsb+09     *
1730  B2045-16     tv68       1.961572303613          12  hlk+04     1.095816E-14       4  hlk+04     1.09e-14

1731  J2048+2255   naf03      0.2839009641977         10  naf03      0.01516E-15        2  naf03      *
1732  B2048-72     mlt+78     0.341336231373           4  dmk+93     1.957E-16          2  dmk+93     *
1733  B2053+21     stwd85     0.8151811027646          8  hlk+04     1.340139E-15       8  hlk+04     1.34e-15
1734  B2053+36     dbtb82     0.2215076382770          3  hlk+04     3.691271E-16      20  hlk+04     3.69e-16
1735  J2108-3429   lml+98     1.4231018383             2  dsb+98     3.503E-15          3  dsb+98     *

1736  B2106+44     dls73      0.4148705368737          6  hlk+04     8.6210E-17         6  hlk+04     8.61e-17
1737  J2111+2106   blr+13     3.9538529596             6  blr+13     3.24E-15           2  blr+13     *
1738  B2110+27     skk+80     1.2028517540847         12  hlk+04     2.622965E-15       9  hlk+04     2.60e-15
1739  B2111+46     dl70       1.014684793189           5  hlk+04     7.14612E-16       12  hlk+04     7.13e-16
1740  B2113+14     mlt+78     0.4401530669475         14  hlk+04     2.89263E-16       10  hlk+04     2.88e-16

1741  B2122+13     dtws85     0.694053479086           3  hlk+04     7.6801E-16         3  hlk+04     *
1742  J2124-3358   bjb+97     0.00493111494309662     15  rhc+15     2.05705E-20        8  rhc+15     7.27e-21
1743  B2123-67     mlt+78     0.32577128742           11  nmc81      2.26E-16           5  nmc81      *
1744  B2127+11A    wkm+89     0.11066470446904         5  jcj+06     -0.0210281E-15     2  jcj+06     -2.11e-17
1745  B2127+11B    agk+90     0.05613303552473         9  jcj+06     0.0095406E-15      6  jcj+06     9.53e-18

1746  B2127+11D    pakw91     0.0048028043457          3  and92      -1.075E-17        12  and92      *
1747  B2127+11E    pakw91     0.00465143521539        13  and92      1.78E-19           7  and92      *
1748  B2127+11F    and92      0.00402704270710        15  and92      3.2E-20            8  and92      *
1749  B2127+11G    and92      0.037660166953           8  and92      2.0E-18            5  and92      *
1750  B2127+11H    and92      0.0067433942397          3  and92      2.4E-20           13  and92      *

1751  J2136-1606   rsm+13     1.22723540015            6  rsm+13     1.6E-17            3  rsm+13     *
1752  J2139+2242   snt97      1.08351351364            2  snt97      1.421E-15          2  snt97      *
1753  J2144-3933   mld+96     8.509827491              3  ymj99      4.96E-16           5  ymj99      4.05e-16
1754  B2148+63     dls72      0.38014034472            2  btd82      1.681E-16          7  btd82      1.64e-16
1755  B2148+52     dtws85     0.3322056715409         18  hlk+04     1.0105979E-14     15  hlk+04     1.01e-14

1756  J2151+2315   lwf+04     0.593533613              3  lwf+04     0.708E-15          3  lwf+04     *
1757  J2155+2813   lwf+04     1.6090199964             6  lwf+04     0.9164E-15         9  lwf+04     *
1758  B2152-31     mlt+78     1.030002112040           7  hlk+04     1.24089E-15        5  hlk+04     *
1759  B2151-56     mlt+78     1.373654387              2  nmc81      4.23E-15          10  nmc81      *
1760  J2156+2618   cnt96      0.49814907254            2  cn95       1.42E-17          10  cn95       *

1761  B2154+40     fss73      1.525265633965          12  hlk+04     3.43256E-15        7  hlk+04     3.43e-15
1762  J2205+1444   cnt96      0.93801422813           10  cn95       9.00E-16           7  cn95       *
1763  J2206+6151   bck+13     0.322673549948           5  bck+13     0.397E-15          4  bck+13     *
1764  J2208+5500   jml+09     0.933161074780           6  jml+09     6.9878E-15         6  jml+09     *
1765  B2210+29     dtws85     1.004592528853           4  hlk+04     4.9517E-16         4  hlk+04     *

1766  J2215+1538   cnt96      0.3741958930416         16  cn95       2.36723E-15       16  cn95       *
1767  J2216+5759   bck+13     0.41910226464            2  bck+13     69.048E-15         2  bck+13     *
1768  J2217+5733   jml+09     1.05684421944            4  jml+09     0.651E-15          2  jml+09     *
1769  B2217+47     th69       0.5384688219194         12  hlk+04     2.765209E-15       5  hlk+04     2.76e-15
1770  J2222+2923   cnt96      0.2813991427542         16  hlk+04     6.17E-18           3  hlk+04     *

1771  B2224+65     dls73      0.682542497406          10  ywml10     9.6606E-15        10  ywml10     9.55e-15
1772  J2229+6114   hcg+01     0.05162357393            6  hcg+01     7.827E-14          2  hcg+01     *
1773  B2227+61     dbtb82     0.443054560638           4  hlk+04     2.25534E-15        3  hlk+04     2.25e-15
1774  J2234+2114   cnt96      1.35874531269            5  cn95       2.22E-16           5  cn95       *
1775  J2235+1506   cnt93      0.059767357984547        9  cnt96      1.576E-19          7  cnt96      1.03e-19

1776  J2240+5832   rcl+99     0.1399345               20  tpc+11     1.5358E-14         3  tpc+11     1.54e-14
1777  B2241+69     dtws85     1.664500786185          20  hlk+04     4.82385E-15       14  hlk+04     *
1778  J2243+1518   cml05      0.596799464458           4  cml05      1.125E-16          7  cml05      *
1779  J2248-0101   mld+96     0.477233119123           3  hlk+04     6.5935E-16         3  hlk+04     *
1780  J2253+1516   cnt96      0.792235920118           4  cn95       6.65E-17           4  cn95       *

1781  B2255+58     dls72      0.368246454342           7  hlk+04     5.75295E-15        6  hlk+04     5.75e-15
1782  J2302+6028   snt97      1.20640428819            2  snt97      2.040E-15          3  snt97      *
1783  B2303+30     lan69      1.575886338359           8  hlk+04     2.89250E-15        5  hlk+04     2.89e-15
